Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,8335,5,60,110.00743434213025,9.481912478804588,2183.902069926262,6.04127174565087,46.41712595827925,0.02784470663364082,60,68,75,83,150,420,760,1000,1700,2200,2200
,Aggregated,8335,5,60,110.00743434213025,9.481912478804588,2183.902069926262,6.04127174565087,46.41712595827925,0.02784470663364082,60,68,75,83,150,420,760,1000,1700,2200,2200
